RC1-after,,
wcA,DF,1stO Diff
49912.67,245.64,0.06
49926.33,245.691,0.051
49930.62015,245.6801513,-0.010848659
49930.68,245.68,-0.000151341
49930.7,245.6800979,9.79E-05
49961.33,245.83,0.149902121
49973.06449,245.8444915,0.014491499
49974,245.8456468,0.001155305
49993.72,245.87,0.024353195
50038.61083,246.0208348,0.150834803
50038.66,246.021,0.000165197
50038.68,246.0210622,6.22E-05
50083.35,246.16,0.138937794
50133.38,246.36,0.2
50183.4,246.56,0.2
50233.53,246.79,0.23
50283.54,247.03,0.24
50333.18,247.23,0.2
50383.32,247.4,0.17
50433.15,247.58,0.18
50482.86,247.83,0.25
50533.51,247.98,0.15
50583.52,248.21,0.23
50633.46,248.41,0.2
50683.58,248.62,0.21
50733.59,248.82,0.2
50783.58,249.03,0.21
50833.61,249.25,0.22
50883.55,249.42,0.17
50933.56,249.67,0.25
50982.27981,249.8198149,0.149814929
50982.34,249.82,0.000185071
50982.36,249.8200828,8.28E-05
51025.83,250,0.179917222
51069.28985,250.1298502,0.129850161
51069.34,250.13,0.000149839
51069.36,250.1294977,-0.000502283
51073.72,250.02,-0.109497717
51080.21,250.18,0.16
51101.07,250.25,0.07
51120.88,250.37,0.12
51136.35,250.39,0.02
51157.38,250.47,0.08
51178.57,250.55,0.08
51199.25,250.69,0.14
51218.03,250.77,0.08
51240.64,250.91,0.14
51263.1,251.03,0.12
51281.7,251.17,0.14
51302.81,251.22,0.05
51325.6,251.32,0.1
51347.5,251.46,0.14
51368.08,251.57,0.11
51388.75,251.7,0.13
51406.39,251.76,0.06
51428.83,251.86,0.1
51451.58,252.01,0.15
51473.58,252.11,0.1
51495.97,252.21,0.1
51515.99,252.33,0.12
51537.99,252.43,0.1
51554.67,252.54,0.11
51577.19,252.65,0.11
51592.92,252.71,0.06
51613.99,252.75,0.04
51628.53,252.82,0.07
51632.45,252.87,0.05
51649.82,252.92,0.05
51669.62,253.01,0.09
51677.82,253.06,0.05
51681.83,253.07,0.01
51703.76,253.08,0.01
51724.69,253.15,0.07
51746.97,253.23,0.08
51757.54234,253.2823383,0.052338308
51757.91,253.2841584,0.001820107
51767.17,253.33,0.045841584
51770.81,253.35,0.02
51815.97,253.48,0.13
51861.18,253.68,0.2
51901.57,253.84,0.16
51941.95,254.01,0.17
51982.4,254.2,0.19
52022.75,254.36,0.16
52062.37,254.49,0.13
52100.95,254.63,0.14
52141.77,254.78,0.15
52186.98,254.94,0.16
52232.22,255.14,0.2
52264.27986,255.2498625,0.109862457
52264.32,255.25,0.000137543
52308.57,255.46,0.21
52308.59,255.4600747,7.47E-05
52319.28,255.5,0.039925303
52344.91,255.58,0.08
52370.1,255.66,0.08
52410.26,255.83,0.17
52415.42,255.8506969,0.020696917
52450.15,255.99,0.139303083
52490.34,256.26,0.27
52530.48,256.42,0.16
52570.64,256.65,0.23
52588.34,256.7381913,0.08819133
52589.39,256.743423,0.005231689
52610.78,256.85,0.106576981
52650.97,257.1,0.25
52691.38,257.27,0.17
52731.6,257.47,0.2
52771.79,257.66,0.19
52811.94,257.79,0.13
52851.85,257.98,0.19
52892.02,258.13,0.15
52932.15,258.27,0.14
52972.29,258.41,0.14
53012.43,258.56,0.15
53052.66,258.741,0.181
53092.79,258.88,0.139
53132.94,259.05,0.17
53156.9,259.16,0.11
53179.19,259.25,0.09
53224.44,259.481,0.231
53269.63,259.69,0.209
53291.82,259.78,0.09
53314.58,259.9,0.12
53354.54,260.07,0.17
53394.73,260.28,0.21
53434.9,260.47,0.19
53475.03,260.68,0.21
53515.2,260.88,0.2
53518.09,260.91,0.03
53539.34,260.99,0.08
53560.17,261.12,0.13
53581.07,261.2,0.08
53602.1,261.28,0.08
53622.41,261.43,0.15
53626.41,261.47,0.04
53632.08,261.46,-0.01
53644.03,261.54,0.08
53663.14,261.61,0.07
53683.76,261.67,0.06
53705.65,261.78,0.11
53728.07,261.86,0.08
53740.3,261.91,0.05
53748.03,261.9432235,0.033223496
53761.24,262,0.056776504
53780.09,262.07,0.07
53784.44,262.07,0
53827.71,262.22,0.15
53872.86,262.4,0.18
53918.04,262.56,0.16
53963.2,262.71,0.15
54008.38,262.88,0.17
54053.55,263.07,0.19
54098.73,263.27,0.2
54143.9,263.49,0.22
54189.1,263.69,0.2
54234.27,263.9,0.21
54279.44,264.14,0.24
54324.58,264.35,0.21
54369.76,264.63,0.28
54414.96,264.86,0.23
54460.1,265.07,0.21
54505.28,265.25,0.18
54550.39,265.41,0.16
54595.54,265.56,0.15
54640.72,265.73,0.17
54685.87,265.88,0.15
54731.06,266.07,0.19
54776.23,266.25,0.18
54818.05973,266.4397266,0.189726619
54818.12,266.44,0.000273381
54818.15,266.4401748,0.0001748
54831.85,266.52,0.0798252
54877.01,266.74,0.22
54922.22,267,0.26
54967.48,267.22,0.22
55012.7,267.43,0.21
55057.49,267.71,0.28
55101.83,267.911,0.201
55147.09,268.15,0.239
55192.4,268.42,0.27
55204.29,268.46,0.04
55204.62,268.45,-0.01
55237.66,268.68,0.23
55282.89,268.93,0.25
55328.10977,269.139767,0.209766977
55328.16,269.14,0.000233023
55328.18,269.1401435,0.000143541
55332.34,269.17,0.029856459
55340.53,269.22,0.05
55361.55,269.25,0.03
55381.38,269.35,0.1
55404.24,269.49,0.14
55425.16,269.54,0.05
55430.51,269.63,0.09
55435.38,269.63,-7.28E-12
55446.18,269.66,0.03
55467.23,269.75,0.09
55488.23,269.9,0.15
55506.48,269.95,0.05
55528.14,270.09,0.14
55548.33,270.14,0.05
55565.59,270.22,0.08
55579.5,270.32,0.1
55588.21,270.3,-0.02
55607.12,270.45,0.15
55628.15,270.54,0.09
55650.28,270.69,0.15
55670.07,270.75,0.06
55715.43,270.89,0.14
55757.7,271.02,0.13
55799.82,271.22,0.2
55842.11,271.35,0.13
55884.28,271.49,0.14
55926.54,271.64,0.15
55968.81,271.76,0.12
56010.97,271.92,0.16
56053.1,272.09,0.17
56095.34,272.33,0.24
56137.63,272.49,0.16
56179.75,272.63,0.14
56221.9,272.79,0.16
56264.07,272.98,0.19
56306.31,273.23,0.25
56348.44,273.44,0.21
56390.7,273.69,0.25
56432.98,273.84,0.15
56475.26,274.06,0.22
56513.79245,274.2424453,0.18244529
56517.5,274.26,0.01755471
56534.8,274.37,0.11
56555.53,274.46,0.09
56570.67,274.54,0.08
56590.07,274.59,0.05
56594.16,274.62,0.03
56611.05,274.71,0.09
56631.42,274.81,0.1
56650.98,274.94,0.13
56672.23,274.99,0.05
56693.14,275.11,0.12
56714.55,275.24,0.13
56722.61,275.31,0.07
56743.39987,275.3998698,0.089869754
56743.43,275.4,0.000130246
56769.56,275.6,0.2
56769.58,275.6000632,6.32E-05
56791.72,275.67,0.069936823
56815.09906,275.7990564,0.129056362
56815.27,275.8,0.000943638
56815.29,275.8000972,9.72E-05
56825.56,275.85,0.049902818
56839.7,275.96,0.11
56851.11989,275.9998948,0.039894829
56851.15,276,0.000105171
56851.17,276.0000474,4.74E-05
56872.24,276.05,0.049952584
56889.85,275.6,-0.45
56914.53,276.27,0.67
56939.17,276.4,0.13
56963.21,276.51,0.11
56987.83,276.6,0.09
57006.71,276.71,0.11
57013.39,276.73,0.02
57038.03,276.86,0.13
57063.66,276.94,0.08
57088.24,276.96,0.02
57112.76,277.12,0.16
57121.19,277.15,0.03
57141.72,277.22,0.07
57163.05,277.3,0.08
57184.75,277.38,0.08
57187.47,277.4,0.02
57202.92,277.44,0.04
57210.69,277.48,0.04
57231,277.53,0.05
57232.45,277.54,0.01
57248.04,277.55,0.01
57254.63,277.6,0.05
57296.82,277.8,0.2
57310.37,277.86,0.06
57318.39,277.87,0.01
57338.87,277.97,0.1
57340.39,277.99,0.02
57360.73,278.06,0.07
57376.91,278.1,0.04
57388.77,278.17,0.07
57394.35,278.13,-0.04
57412.58,278.23,0.1
57430.1,278.34,0.11
57444.64,278.35,0.01
57462.48,278.46,0.11
57467.02,278.47,0.01
57470.79,278.48,0.01
57493.39,278.58,0.1
57516.12,278.62,0.04
57534.92,278.68,0.06
57557.44,278.8,0.12
57579.94,278.86,0.06
57594.72,278.97,0.11
57603.51,278.95,-0.02
57604.60786,278.9878571,0.037857143
57604.67,278.99,0.002142857
57604.69,278.9900813,8.13E-05
57648.96,279.17,0.179918718
57693.19,279.35,0.18
57737.44,279.521,0.171
57759.79,279.61,0.089
57802.30982,279.7998206,0.189820628
57802.35,279.8,0.000179372
57802.37,279.800062,6.20E-05
57847.52,279.94,0.139938012
57854.21,279.95,0.01
57859.19,279.96,0.01
57879.33,280.03,0.07
57894.27,280.09,0.06
57907.09,280.17,0.08
57914.62,279.97,-0.2
57954.87,280.33,0.36
57997.06,280.53,0.2
57997.38,280.5309412,0.000941176
57997.39,280.5309706,2.94E-05
58010.66,280.57,0.039029412
58029.94,280.661,0.091
58056.49,280.78,0.119
58065.06,280.8,0.02
58094.19,280.92,0.12
58107.92,281,0.08
58125.5,281.06,0.06
58137.88,281.12,0.06
58146.19,281.16,0.04
58154.39,281.19,0.03
58167.73,281.21,0.02
58196.7,281.43,0.22
58209.44,281.47,0.04
58215.34,281.52,0.05
58222.6,281.52,0
58242.99,281.59,0.07
58256.07,281.64,0.05
58262.41,281.68,0.04
58272.48,281.72,0.04
58282.3,281.8,0.08
58305.82,281.87,0.07
58314.58,281.91,0.04
58333.3,281.99,0.08
58336.57,281.99,-7.28E-12
58350.51,282.05,0.06
58366.08,282.12,0.07
58378.82,282.15,0.03
58379.57,282.1543415,0.004341534
58380.92,282.1621563,0.007814761
58385.73,282.19,0.027843705
58400.06,282.26,0.07
58416,282.31,0.05
58423.35,282.34,0.03
58432.85,282.38,0.04
58448.58,282.45,0.07
58458.37,282.5,0.05
58471.35,282.55,0.05
58476.49,282.58,0.03
58479.27,282.58,0
58480.19,282.57,-0.01
58520.43,282.75,0.18
58560.65,282.89,0.14
58600.84,283.06,0.17
58642.85,283.19,0.13
58684.84,283.38,0.19
58726.95,283.58,0.2
58728.11,283.56,-0.02
58732.67343,283.5834323,0.023432258
58732.39,283.5819769,-0.001455365
58735.9,283.6,0.018023107
58740.65,283.64,0.04
58743.23,283.6,-0.04
58744.82,283.63,0.03
58745.07,283.63,0
58745.58,283.63,7.28E-12
58746.09,283.61,-0.02
58746.32,283.55,-0.06
58747.88,283.62,0.07
58751.94495,283.6149539,-0.00504615
58752.36,283.6144386,-0.00051523
58755.13,283.611,-0.003438621
58760.61,283.66,0.049
58763.99,283.63,-0.03
58770.91,283.66,0.03
58812.9,283.82,0.16
58831.19,283.95,0.13
58839.94,283.94,-0.01
58856.81,283.98,0.04
58871.13,284.07,0.09
58874.03,284.1,0.03
58879.9,284.08,-0.02
58902.67,284.2,0.12
58947,284.37,0.17
58988.59,284.54,0.17
59030.79,284.76,0.22
59072.96,284.98,0.22
59115.15,285.16,0.18
59155.39,285.36,0.2
59177.87,285.4605317,0.100531677
59195.64,285.54,0.079468323
59237.85,285.74,0.2
59280.05,285.92,0.18
59322.27,286.17,0.25
59364.48,286.35,0.18
59406.65,286.53,0.18
59447.22,286.9790039,0.449003935
59447.31,286.98,0.000996065
59447.41017,286.9801696,0.000169563
59470.94,287.02,0.039830437
59487.11,287.01,-0.01
59527.32,287.11,0.1
59567.56,287.23,0.12
59607.81,287.35,0.12
59630.08,287.35,0
59648.06,287.47,0.12
59670.38,287.55,0.08
59689.66,287.61,0.06
59695.45,287.67,0.06
59717.68,287.761,0.091
59740,287.77,0.009
59749.78,287.861,0.091
59761.35,287.9,0.039
59783.47,287.98,0.08
59805.04,288.09,0.11
59827.16,288.12,0.03
59844.7,288.18,0.06
59865.54,288.29,0.11
59886.22,288.37,0.08
59906.61,288.41,0.04
59924.31,288.46,0.05
59942.5,288.64,0.18
59948.1,288.59,-0.05
59965.8,288.65,0.06
59987.67,288.73,0.08
60005.79,288.84,0.11
60027.91,288.93,0.09
60048.39,289.02,0.09
60049.47,289.02,7.28E-12
60070.27,289.07,0.05
60091.01,289.22,0.15
60110.84,289.3,0.08
60132.74,289.39,0.09
60153.67,289.39,0
60174.09,289.49,0.1
60194.73,289.58,0.09
60210.47,289.64,0.06
60230.98,289.67,0.03
60250.56,289.8,0.13
60270.07,289.86,0.06
60287.76,289.93,0.07
60292.37,290,0.07
60310.77,290.08,0.08
60316.86,290.08,7.28E-12
60337.71,290.2,0.12
60357.04,290.27,0.07
60377.21,290.35,0.08
60397.94,290.45,0.1
60418.15,290.54,0.09
60439.33,290.6,0.06
60460.88,290.66,0.06
60482.74,290.73,0.07
60500.58,290.79,0.06
60521.54,290.9,0.11
60542.03,290.95,0.05
60563.48,291.02,0.07
60584.08,291.13,0.11
60604.03,291.22,0.09
60625.66,291.36,0.14
60644.02,291.381,0.021
60666.02,291.47,0.089
60683.7,291.56,0.09
60706.57,291.61,0.05
60729.11,291.75,0.14
60748.89,291.87,0.12
60767.68,291.96,0.09
60786.08,292.04,0.08
60806.1,292.14,0.1
60824.27,292.2,0.06
60843.7,292.3,0.1
60864.6,292.37,0.07
60882.21,292.43,0.06
60902.79,292.551,0.121
60925.84,292.64,0.089
60947.34,292.72,0.08
60968.43,292.81,0.09
60980.27,292.8388358,0.02883585
60988.96,292.86,0.02116415
61010.69,292.97,0.11
61031.32,293.11,0.14
61051.46,293.18,0.07
61074.4,293.28,0.1
61095.41,293.36,0.08
61118.1,293.47,0.11
61139.41,293.58,0.11
61158.65,293.58,0
61179.69,293.72,0.14
61198.83,293.78,0.06
61220.55,293.88,0.1
61239.16,293.93,0.05
61261.03,294.04,0.11
61283.96,294.11,0.07
61305.32,294.15,0.04
61325.52,294.22,0.07
61337.92,294.32,0.1
61342.75,294.25,-0.07
61346.66,294.32,0.07
61351.69,294.44,0.12
61354.48,294.35,-0.09
61355.53,294.35,-7.28E-12
61355.79,294.34,-0.01
61356.32,294.35,0.01
61356.84,294.36,0.01
61357.07,294.31,-0.05
61358.13,294.37,0.06
61362.76,294.28,-0.09
61366.76,294.36,0.08
61372.5,294.32,-0.04
61376.39,294.4,0.08
61408.38,294.56,0.16
61451.93,294.77,0.21
61496.38,294.94,0.17
61540.85,295.14,0.2
61584.73,295.34,0.2
61629.2,295.53,0.19
61673.71,295.77,0.24
61718.19,296.04,0.27
61762.71,296.25,0.21
61807.27,296.44,0.19
61851.72,296.6,0.16
61896.25,296.77,0.17
61940.77,296.94,0.17
61985.3,297.1,0.16
62029.85,297.3,0.2
62074.37,297.48,0.18
62116.5,297.66,0.18
62160.93,297.82,0.16
62205.41,297.93,0.11
62249.93,298.12,0.19
62294.44,298.21,0.09
62338.98,298.35,0.14
62383.55,298.55,0.2
62428.11,298.73,0.18
62472.59,298.92,0.19
62517.04,299.11,0.19
62561.54,299.301,0.191
62606.03,299.46,0.159
62650.57,299.67,0.21
62695.04,299.85,0.18
62739.56,300.05,0.2
62784.09,300.27,0.22
62828.6,300.47,0.2
62873.13,300.68,0.21
62917.61,300.86,0.18
62962.14,301.08,0.22
63006.67,301.391,0.311
63043.86,301.57,0.179
63088.34,301.781,0.211
63132.79,301.98,0.199
63177.23,302.14,0.16
63205.41,302.28,0.14
63208.25,302.26,-0.02
63229.19,302.34,0.08
63249.69,302.4,0.06
63269.68,302.52,0.12
63289.91,302.55,0.03
63309.61,302.58,0.03
63330.81,302.68,0.1
63351.55,302.73,0.05
63370.93,302.86,0.13
63391.85,302.94,0.08
63405.92,303,0.06
63412.06,303.01,0.01
63432.23,303.1,0.09
63453,303.13,0.03
63473.88,303.21,0.08
63494.88,303.32,0.11
63515.44,303.39,0.07
63524.86,303.4,0.01
63536.91,303.43,0.03
63556.27,303.53,0.1
63576.51,303.65,0.12
63599.19,303.7,0.05
63621.62,303.79,0.09
63623.91,303.7967386,0.006738597
63642.01,303.85,0.053261403
63661.3,303.94,0.09
63683,304.04,0.1
63703.79,304.12,0.08
63719.49,304.17,0.05
63723.41,304.17,7.28E-12
63744.85,304.28,0.11
63764.74,304.39,0.11
63784.91,304.46,0.07
63806.36,304.57,0.11
63822.47,304.62,0.05
63844.42,304.67,0.05
63864.43,304.7,0.03
63884.05,304.82,0.12
63903.33,304.86,0.04
63921.77,304.92,0.06
63942.47,305.02,0.1
63963.46,305.15,0.13
63982.96,305.22,0.07
64004.3,305.33,0.11
64025.04,305.44,0.11
64046.93,305.56,0.12
64064.41,305.6,0.04
64086.2,305.69,0.09
64087.05,305.71,0.02
64096.87,305.78,0.07
64104.23,305.81,0.03
64125.58,305.87,0.06
64145.07,305.95,0.08
64166.17,305.97,0.02
64180.3,306.13,0.16
64201.61,306.19,0.06
64222.25,306.26,0.07
64242.71,306.31,0.05
64261.4,306.41,0.1
64273.75,306.45,0.04
64282.53,306.45,0
64303.85,306.49,0.04
64324.19,306.61,0.12
64342.01,306.69,0.08
64361.22,306.75,0.06
64363.01,306.79,0.04
64383.52,306.85,0.06
64400.36,306.95,0.1
64407.52,306.92,-0.03
64417.68,306.94,0.02
64438.39,307.04,0.1
64458.05,307.11,0.07
64478.32,307.21,0.1
64498.8,307.24,0.03
64519.58,307.33,0.09
64528.76,307.36,0.03
64536.98,307.37,0.01
64556.77,307.47,0.1
64558.68,307.45,-0.02
64561.47,307.51,0.06
64568.87,307.52,0.01
64578.89,307.57,0.05
64601.1,307.64,0.07
64622.97,307.7,0.06
64645.13,307.77,0.07
64667.06,307.88,0.11
64688.33,307.96,0.08
64710.32,308.04,0.08
64731.25,308.12,0.08
64733.64,308.09,-0.03
64752.03,308.18,0.09
64772.76,308.25,0.07
64792.97,308.31,0.06
64813.85,308.38,0.07
64830.47,308.4456546,0.065654628
64831.57,308.45,0.004345372
64832.81,308.4529736,0.002973621
64852.42,308.5,0.047026379
64872.67,308.59,0.09
64892.4,308.6,0.01
64913.89,308.66,0.06
64934.74,308.75,0.09
64956.61,308.76,0.01
64977.46,308.83,0.07
64996.66,308.94,0.11
65017.85,309.05,0.11
65038.64,309.12,0.07
65058.65,309.16,0.04
65079.25,309.25,0.09
65100.77,309.31,0.06
65121.04,309.38,0.07
65142.58,309.42,0.04
65162.13,309.53,0.11
65182.51,309.62,0.09
65203.32,309.68,0.06
65222.14,309.74,0.06
65240.46,309.78,0.04
65257.55,309.84,0.06
65277.33,309.93,0.09
65297.45,309.99,0.06
65317.16,310.05,0.06
65335.28,310.13,0.08
65357.04,310.17,0.04
65373.54,310.21,0.04
65379.6,310.24,0.03
65422.47,310.34,0.1
65461.54,310.46,0.12
65505.37,310.6,0.14
65516.88,310.641,0.041
65524.5,310.6521972,0.011197216
65529.81,310.66,0.007802784
65539.74,310.73,0.07
65560.73,310.77,0.04
65582.32,310.83,0.06
65604.22,310.93,0.1
65623.37,310.99,0.06
65643.84,311.08,0.09
65667.4,311.18,0.1
65689.96,311.22,0.04
65711.55,311.31,0.09
65733.63,311.38,0.07
65753.51,311.45,0.07
65775.73,311.47,0.02
65795.92,311.61,0.14
65817.89,311.64,0.03
65838.05,311.76,0.12
65846.33,311.61,-0.15
65857.52,311.74,0.13
65878.66,311.871,0.131
65899.86,311.92,0.049
65920.96,312.031,0.111
65939.30003,312.0200299,-0.01097011
65939.35,312.02,-2.99E-05
65957.99,312.061,0.041
65958.01,312.0611093,0.000109269
65974.28,312.15,0.088890731
65993.96,312.201,0.051
66013.94,312.291,0.09
66032.23,312.34,0.049
66052.65,312.4,0.06
66064.64,312.45,0.05
66071.39,312.45,0
66092.74,312.51,0.06
66113.31,312.51,-1.46E-11
66135.43,312.61,0.1
66148.49,312.61,1.46E-11
66163.55,312.66,0.05
66170.2,312.71,0.05
66184.26,312.77,0.06
66189.97,312.760256,-0.009744027
66190.12,312.76,-0.000255973
66190.31,312.7606884,0.000688406
66209.44,312.83,0.069311594
66228.51,312.85,0.02
66247.23,312.98,0.13
66265.33,313.041,0.061
66280.35,313.201,0.16
66285.73,313.04,-0.161
66288.86,313.071,0.031
66305.82,313.12,0.049
66326.38,313.21,0.09
66349.69,313.3,0.09
66370.7,313.31,0.01
66391.09,313.411,0.101
66410.42,313.411,0
66429.12,313.5,0.089
66448.49,313.55,0.05
66470.1,313.61,0.06
66490.52,313.68,0.07
66510.27,313.75,0.07
66529.6,313.811,0.061
66551.45,313.941,0.13
66572.1,313.951,0.01
66577.46,314.01,0.059
66594.52,314.06,0.05
66607.959,314.06,0
66614.73,314.06,0
66635.22,314.15,0.09
66656.09,314.23,0.08
66676.07,314.32,0.09
66698.25,314.39,0.07
66706.36,314.44,0.05
66718.7,314.521,0.081
66741.67,314.55,0.029
66783.6,314.72,0.17
66825.89,314.851,0.131
66867.92,315,0.149
66887.35,315.061,0.061
66894.68,315.06,-0.001
66915.77,315.131,0.071
66936.41,315.17,0.039
66954.18,315.24,0.07
66967.35,315.24,1.46E-11
66978.96,315.3,0.06
67001.16,315.35,0.05
67020.74,315.38,0.03
67036.05,315.39,0.01
67056.43,315.46,0.07
67077.51,315.52,0.06
67094.92,315.55,0.03
67117.28,315.61,0.06
67137.07,315.69,0.08
67157.78,315.771,0.081
67180.42,315.8,0.029
67200.2,315.911,0.111
67219.29,315.98,0.069
67242.02,316.05,0.07
67264.51,316.16,0.11
67287.02,316.19,0.03
67309.22,316.28,0.09
67330.1,316.36,0.08
67351.12,316.41,0.05
67374.4,316.54,0.13
67396.31,316.6,0.06
67415.84,316.67,0.07
67434.25,316.73,0.06
67451.95,316.771,0.041
67469.21,316.88,0.109
67491.49,316.981,0.101
67513.99,317.02,0.039
67534.43,317.11,0.09
67555.65,317.13,0.02
67576,317.22,0.09
67593.89,317.29,0.07
67613.59,317.31,0.02
67632.1,317.44,0.13
67653.12,317.52,0.08
67673.81,317.59,0.07
67693.97,317.69,0.1
67715.92,317.771,0.081
67737.48,317.85,0.079
67759.14,317.92,0.07
67780.22,318,0.08
67801.6,318.1,0.1
67822.34,318.161,0.061
67844.74,318.2570416,0.096041576
67845.2,318.2590139,0.001972282
67845.43,318.26,0.000986141
67865.89,318.32,0.06
67886.08,318.36,0.04
67901.1,318.38,0.02
67921.71,318.41,0.03
67931.11,318.45,0.04
67951.94,318.511,0.061
67963.73,318.54,0.029
67979.02,318.5689371,0.028937118
67980.11,318.571,0.002062882
68003.21,318.61,0.039
68005.71,318.63,0.02
68023.47,318.681,0.051
68040.24,318.79,0.109
68045.99,318.77,-0.02
68059.88,318.82,0.05
68099.28,318.95,0.13
68106.59,318.92,-0.03
68127.28,319.021,0.101
68148.43,319.07,0.049
68168,319.13,0.06
68181.41,319.2,0.07
68226.86,319.31,0.11
68272.37,319.5,0.19
68317.5,319.69,0.19
68362.82,319.84,0.15
68396.85,319.98,0.14
68442.16,320.151,0.171
68487.33,320.321,0.17
68532.85,320.48,0.159
68578.24,320.62,0.14
68623.57,320.76,0.14
68668.91,320.94,0.18
68714.13,321.08,0.14
68759.21,321.22,0.14
68804.58,321.39,0.17
68842.58,321.52,0.13
68853.84,321.53,0.01
68875.82,321.561,0.031
68895.72,321.67,0.109
68910.84,321.7,0.03
68917.1,321.701,0.001
68931.82,321.8,0.099
68941.07,321.83,0.03
68958.72,321.88,0.05
68980.78,321.92,0.04
69002.81,321.98,0.06
69021.38,322.03,0.05
69042.83,322.11,0.08
69064.38,322.19,0.08
69086.19,322.25,0.06
69109.71,322.32,0.07
69131.86,322.41,0.09
69151.62,322.49,0.08
69172.57,322.55,0.06
69192.27,322.61,0.06
69215.1,322.63,0.02
69237.39,322.7,0.07
69258.2,322.801,0.101
69279.27,322.871,0.07
69288.69,322.901,0.03
69300.07,322.93,0.029
69310.1,322.96,0.03
69317.79,322.96,-1.46E-11
69340.3,323.06,0.1
69363.03,323.101,0.041
69384.49,323.22,0.119
69406.29,323.251,0.031
69427.34,323.32,0.069
69449.07,323.391,0.071
69467.13,323.44,0.049
69480.91,323.511,0.071
69488.47,323.52,0.009
69509.59,323.581,0.061
69530,323.67,0.089
69549.26,323.7,0.03
69570.63,323.78,0.08
69586.28,323.84,0.06
69592.36,323.851,0.011
69610.64,323.91,0.059
69631.99,323.97,0.06
69651.1,324.02,0.05
69671.93,324.1,0.08
69691.61,324.13,0.03
69696.53,324.131,0.001
69717.29,324.22,0.089
69737.28,324.21,-0.01
69751.51,324.29,0.08
69768.03,324.3,0.01
69787.58,324.401,0.101
69808.95,324.441,0.04
69830.19,324.541,0.1
69852.33,324.55,0.009
69874.82,324.61,0.06
69897.19,324.681,0.071
69919.12,324.77,0.089
69940.83,324.84,0.07
69958.41,324.871,0.031
69979.86,324.931,0.06
69999.94,325.041,0.11
70021.94,325.1,0.059
70039.86,325.101,0.001
70061.56,325.17,0.069
70083.08,325.26,0.09
70089.38,325.3,0.04
70095.58,325.28,-0.02
70102.27,325.35,0.07
70114.89,325.4,0.05
70152.94,325.541,0.141
70166.73,325.551,0.01
70184.24,325.63,0.079
70190.53,325.67,0.04
70211.58,325.7,0.03
70232.29,325.82,0.12
70253.7,325.911,0.091
70274,325.961,0.05
70293.41,326.09,0.129
70315.18,326.16,0.07
70335.9,326.21,0.05
70357.35,326.29,0.08
70376.79,326.32,0.03
70392.43,326.421,0.101
70412.25,326.461,0.04
70432.17,326.58,0.119
70449.81,326.58,0
70454.62,326.64,0.06
70473.91,326.67,0.03
70493.55,326.761,0.091
70514.76,326.831,0.07
70535.3,326.91,0.079
70549.44,326.95,0.04
70555.88,326.981,0.031
70569.93,327.001,0.02
70591.23,327.081,0.08
70611.92,327.11,0.029
70633.58,327.151,0.041
70654.77,327.18,0.029
70675.79,327.281,0.101
70695.9,327.37,0.089
70707.12,327.42,0.05
70712.17,327.43,0.01
70733.65,327.53,0.1
70752.69,327.59,0.06
70775.1,327.65,0.06
70793.09,327.7,0.05
70813.71,327.77,0.07
70836.14,327.91,0.14
70857.54,327.97,0.06
70869.30073,328.0507304,0.080730438
70869.34,328.051,0.000269562
70873.73,328.051,0
70873.75,328.0511162,0.000116175
70896.11,328.181,0.129883825
70896.24,328.18,-0.001
70896.37,328.18,-1.46E-11
70918.38,328.26,0.08
70918.51,328.24,-0.02
70918.63,328.24,1.46E-11
70941.28,328.36,0.12
70941.43,328.38,0.02
70941.56,328.36,-0.02
70959.62,328.45,0.09
70959.76,328.44,-0.01
70959.89,328.43,-0.01
70982.8,328.52,0.09
70982.95,328.53,0.01
70983.08,328.541,0.011
71006.47,328.63,0.089
71006.61,328.65,0.02
71006.74,328.63,-0.02
71028.57,328.75,0.12
71028.71,328.73,-0.02
71028.83,328.74,0.01
71051.43,328.83,0.09
71051.57,328.84,0.01
71051.7,328.81,-0.03
71074.4,328.94,0.13
71074.54,328.97,0.03
71074.68,328.921,-0.049
71095.31,329.03,0.109
71099.76,329.05,0.02
71120.77,329.121,0.071
71120.89,329.131,0.01
71121.05,329.11,-0.021
71142.51,329.2,0.09
71142.65,329.16,-0.04
71142.76,329.18,0.02
71165.26,329.32,0.14
71165.36,329.29,-0.03
71165.49,329.27,-0.02
71187.78,329.39,0.12
71187.91,329.41,0.02
71188.04,329.37,-0.04
71210.16,329.49,0.12
71210.27,329.47,-0.02
71210.43,329.48,0.01
71233.38,329.58,0.1
71233.51,329.62,0.04
71233.62,329.54,-0.08
71255.73,329.67,0.13
71255.85,329.671,0.001
71255.99,329.64,-0.031
71278.99,329.77,0.13
71279.14,329.77,0
71279.28,329.771,0.001
71301.72,329.86,0.089
71301.86,329.88,0.02
71301.98,329.84,-0.04
71324.84,329.93,0.09
71324.97,329.94,0.01
71325.12,329.93,-0.01
71345.57,330.01,0.08
71345.71,329.99,-0.02
71345.83,329.97,-0.02
71367.31,330.09,0.12
71367.46,330.07,-0.02
71367.59,330.09,0.02
71379.51069,330.1206928,0.030692814
71379.63,330.121,0.000307186
71379.65,330.1211017,0.000101735
71404.99,330.25,0.128898265
71448.32,330.3,0.05
71491.58,330.39,0.09
71534.98,330.49,0.1
71578.37,330.64,0.15
